PropertyType,District,Mukim,SchemeName,TransactionDate,Tenure,ParcelArea,Unit,UnitLevel,TransactionPrice,PropertyType(strata),Sector,State
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KAW JLN AMPANG/OFF JLN AMPANG/U-THANT,24-Aug,Freehold,1921.52,sq.m,5-Jan,30000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-Jul,Freehold,443,sq.m,17,13953000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,21-Dec,Freehold,627,sq.m,19,12625000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SENI MONT KIARA,24-Mar,Freehold,827,sq.m,40,12300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MADGE MANSIONS,24-Apr,Freehold,725,sq.m,9,11000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,24-Sep,Freehold,463,sq.m,17,9650000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE AVARE,24-Aug,Freehold,715,sq.m,38,9520000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MADGE RESIDENCES,24-Sep,Freehold,779,sq.m,9,9500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Oct,Freehold,419,sq.m,12,9472000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jun,Freehold,419,sq.m,17,9446000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-Jul,Freehold,419,sq.m,15,9395000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,24-Mar,Freehold,401,sq.m,2,9380000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jun,Freehold,419,sq.m,13,9342000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jun,Freehold,419,sq.m,13,9291000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-May,Freehold,419,sq.m,12,9239000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,24-Jul,Freehold,337,sq.m,27,9200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-May,Freehold,419,sq.m,12,9187000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Feb,Freehold,419,sq.m,3A,9118000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Dec,Freehold,419,sq.m,4,9118000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Sep,Freehold,419,sq.m,10,9084000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-Apr,Freehold,419,sq.m,9,9083000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,22-Jan,Freehold,473,sq.m,21,9000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-May,Freehold,419,sq.m,6,8928000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,22-Jul,Freehold,445,sq.m,5,8600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Dec,Freehold,463,sq.m,18,8565000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PALAZZIO SUNWAY,22-May,Freehold,913,sq.m,19,8500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,24-Oct,Freehold,338,sq.m,32,8500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,24-Apr,Freehold,473,sq.m,9,8500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,21-Jun,Freehold,419,sq.m,10,8492000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,22-Oct,Freehold,337,sq.m,23,8390000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Mar,Freehold,339,sq.m,13,8377000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,22-Aug,Freehold,337,sq.m,37,8300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Oct,Freehold,463,sq.m,15,8275000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Feb,Freehold,339,sq.m,14,8196000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Mar,Freehold,339,sq.m,14,8196000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-May,Freehold,339,sq.m,11,8164000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Dec,Freehold,339,sq.m,12,8109000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jul,Freehold,339,sq.m,17,8035000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,22-Oct,Freehold,338,sq.m,33,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,24-Jul,Freehold,433,sq.m,11,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,24-Jun,Freehold,475,sq.m,18,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PEARL,25-Apr,Freehold,653,sq.m,24,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,24-Sep,Freehold,338,sq.m,26,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,24-May,Freehold,337,sq.m,31,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,23-Jul,Freehold,337,sq.m,33,8000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Apr,Freehold,339,sq.m,15,7993000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Sep,Freehold,339,sq.m,10,7978000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Jun,Freehold,339,sq.m,5,7929000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jul,Freehold,339,sq.m,13,7908000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,21-Jul,Freehold,463,sq.m,20,7900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,22-Nov,Freehold,399,sq.m,10,7893000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Oct,Freehold,339,sq.m,7,7890000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Feb,Freehold,339,sq.m,7,7890000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Apr,Freehold,339,sq.m,12,7866000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Mar,Freehold,339,sq.m,6,7847000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-May,Freehold,339,sq.m,6,7847000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Mar,Freehold,339,sq.m,11,7823000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-May,Freehold,339,sq.m,5,7819000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,22-Jul,Freehold,433,sq.m,20,7800000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jan,Freehold,339,sq.m,11,7781000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Apr,Freehold,339,sq.m,3A,7775000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Apr,Freehold,339,sq.m,3A,7775000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,23-Oct,Freehold,399,sq.m,9,7750000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Apr,Freehold,339,sq.m,9,7739000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Jun,Freehold,339,sq.m,9,7739000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,22-Feb,Freehold,463,sq.m,12,7700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PALAZZIO SUNWAY,25-Feb,Freehold,913,sq.m,19,7650000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,RESIDENSI 6 KAPAS,23-Nov,Freehold,344,sq.m,9,7600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,25-Apr,Freehold,339,sq.m,13,7500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,22-Jun,Freehold,433,sq.m,5,7450000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Aug,Freehold,433,sq.m,17,7300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,25-Jan,Freehold,337,sq.m,31,7300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,PARK SEVEN,24-Jan,Freehold,509,sq.m,P,7200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Aug,Freehold,365,sq.m,7,7050000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MADGE MANSIONS,23-May,Freehold,676,sq.m,9,7000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,RESIDENSI 6 KAPAS,24-Feb,Freehold,411,sq.m,1,6975000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,23-Dec,Freehold,475,sq.m,3,6900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Feb,Freehold,365,sq.m,13,6750000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM NOBLETON CREST,23-Mar,Freehold,340,sq.m,4,6500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PEARL,24-Mar,Freehold,742,sq.m,40,6500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,RESIDENSI 6 KAPAS,24-Apr,Freehold,399,sq.m,6,6463000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SENI MONT KIARA,24-Sep,Freehold,636,sq.m,11,6350000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,CENDANA CONDO,24-Jun,Freehold,415,sq.m,40,6300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DESA PUTRI,23-Mar,Freehold,381,sq.m,17,6179000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PALMYRA BANGSAR,22-Jun,Freehold,384,sq.m,G,6100000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,RESIDENSI 6 KAPAS,22-Oct,Freehold,399,sq.m,7,6100000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DEDAUN,22-Aug,Freehold,320,sq.m,P,6040000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Jan,Freehold,365,sq.m,7,6038000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,22-May,Freehold,270,sq.m,33,6000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PEARL,23-Jan,Freehold,680,sq.m,38,6000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SENI MONT KIARA,24-Apr,Freehold,735,sq.m,11,6000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI R8,24-Oct,Freehold,374,sq.m,18,6000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Aug,Freehold,365,sq.m,8,5900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Aug,Freehold,365,sq.m,2,5850000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SERAI BUKIT BANDARAYA,23-Aug,Freehold,365,sq.m,3,5850000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,RESIDENSI 6 KAPAS,23-Nov,Freehold,399,sq.m,2,5780000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,24-Apr,Freehold,338,sq.m,20,5750000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,23-Sep,Freehold,399,sq.m,1,5730000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,KONDOMINIUM PANTAI ESTET,22-Feb,Freehold,652,sq.m,44,5715000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,24-Aug,Freehold,410,sq.m,8,5710000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MADGE MANSIONS,24-Oct,Freehold,399,sq.m,2,5700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,24-Oct,Freehold,410,sq.m,6,5700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,24-Apr,Freehold,410,sq.m,10,5678000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,STONOR PARK CONDO,22-May,Freehold,591,sq.m,19,5670000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,24-Apr,Freehold,214,sq.m,2,5600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,23-Oct,Freehold,214,sq.m,13,5550000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,24-Aug,Freehold,299,sq.m,12,5500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI R8,24-Jul,Freehold,344,sq.m,18,5500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,22-May,Freehold,299,sq.m,13,5400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-May,Freehold,214,sq.m,15,5400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,24-Jun,Freehold,410,sq.m,5,5360000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,22-Jan,Freehold,335,sq.m,8,5300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,AMPERSAND,23-Oct,Leasehold,488,sq.m,5,5288000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI DUTA KIARA,25-Apr,Freehold,468,sq.m,6,5280000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,22-Nov,Freehold,295,sq.m,11,5200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,23-May,Freehold,410,sq.m,13,5200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,23-Jul,Freehold,265,sq.m,36,5200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,24-Feb,Freehold,270,sq.m,21,5200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),23-Aug,Freehold,326,sq.m,2,5173000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),23-Aug,Freehold,326,sq.m,2,5173000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Mar,Freehold,214,sq.m,7,5150000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Mar,Freehold,214,sq.m,7,5150000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),24-Oct,Freehold,326,sq.m,3,5051000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,9 MADGE,22-Oct,Freehold,420,sq.m,P,5046000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,AIRA RESIDENCE,22-Apr,Freehold,214,sq.m,12,5000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,AMPANGPURI CONDOMINIUM,22-Mar,Freehold,228,sq.m,2,5000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Ampang,"39,LINGKUNGAN U-THANT",22-Apr,Freehold,394,sq.m,G,5000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PEARL,24-Jun,Freehold,680,sq.m,38,5000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE MADGE,22-Feb,Leasehold,556,sq.m,4-Jan,5000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,22-Jan,Freehold,400,sq.m,6,4900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,23-Dec,Freehold,299,sq.m,14,4900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SENI MONT KIARA,22-Nov,Freehold,735,sq.m,11,4880000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SENI MONT KIARA,22-Nov,Freehold,735,sq.m,11,4880000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,23-Oct,Freehold,400,sq.m,3,4880000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM RIMBUN,22-Feb,Freehold,400,sq.m,5,4850000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),22-Mar,Freehold,326,sq.m,12,4759000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),24-Jan,Freehold,326,sq.m,14,4743000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),21-Oct,Freehold,326,sq.m,15,4729000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,AMPERSAND,24-Jun,Leasehold,437,sq.m,8,4700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),24-Jun,Freehold,326,sq.m,5,4613000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI DUTA KIARA,21-Sep,Freehold,468,sq.m,2,4581000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),22-Sep,Freehold,326,sq.m,8,4575000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,28 MONT KIARA,24-Feb,Freehold,522,sq.m,39,4550000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI AMPANG TENGAH 6 (AT6),23-Oct,Freehold,326,sq.m,6,4541000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MADGE MANSIONS,23-Mar,Freehold,367,sq.m,4,4500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,RESIDENSI R8,24-Sep,Freehold,334,sq.m,10,4500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KENNY HILLS RESIDENCE,24-May,Freehold,622,sq.m,3,4500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KENNY HILLS RESIDENCE,24-May,Freehold,622,sq.m,3,4500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PALMYRA BANGSAR,23-Dec,Freehold,319,sq.m,3,4500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ONE CENTRAL PARK KONDO,23-Dec,Freehold,292,sq.m,43,4500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ONE MENERUNG,24-Jul,Freehold,295,sq.m,5,4500000,Strata,Residential,WP Kuala Lumpur
