District,Parcel Area,Mukim,PropertyType,PropertyType (strata),SchemeName,Sector,State,Tenure,Date,Price,Unit,Level
Kuala Lumpur,91,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PANGSAPURI MAWAR,Residential,WP Kuala Lumpur,Freehold,31/01/23,340000,sq.m,23
Kuala Lumpur,174,Mukim Batu,Condominium/Apartment,Strata,KIARA VILLE,Residential,WP Kuala Lumpur,Freehold,31/01/23,1250000,sq.m,23A
Kuala Lumpur,58,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RESIDENSI STAR,Residential,WP Kuala Lumpur,Freehold,31/01/23,1180000,sq.m,26
Kuala Lumpur,98,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,ONE COCHRANE RESIDENCES,Residential,WP Kuala Lumpur,Freehold,31/01/23,1104000,sq.m,33A
Kuala Lumpur,158,Mukim Batu,Condominium/Apartment,Strata,MON'T KIARA AMAN,Residential,WP Kuala Lumpur,Freehold,31/01/23,1160000,sq.m,5
Kuala Lumpur,365,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SERAI BUKIT BANDARAYA,Residential,WP Kuala Lumpur,Freehold,31/01/23,6037500,sq.m,7
Kuala Lumpur,74.32,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,12
Kuala Lumpur,74.3,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,19
Kuala Lumpur,106,Mukim Batu,Condominium/Apartment,Strata,CASA PRIMA,Residential,WP Kuala Lumpur,Leasehold,31/01/24,430000,sq.m,23
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,NIDOZ RESIDENCES @ DESA PETALING,Residential,WP Kuala Lumpur,Leasehold,31/01/24,685000,sq.m,32
Kuala Lumpur,74.3,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,5
Kuala Lumpur,74.3,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,5
Kuala Lumpur,74.32,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,7
Kuala Lumpur,74.32,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,7
Kuala Lumpur,74.32,Mukim Ampang,Condominium/Apartment,Strata,RESIDENSI PANDAN MAS 2,Residential,WP Kuala Lumpur,Leasehold,31/01/24,42000,sq.m,8
Kuala Lumpur,175,Mukim Batu,Condominium/Apartment,Strata,VILLA ORKID,Residential,WP Kuala Lumpur,Freehold,31/01/24,665000,sq.m,1
Kuala Lumpur,307,Mukim Batu,Condominium/Apartment,Strata,11 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,31/01/24,2940000,sq.m,15
Kuala Lumpur,165,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SEFINA,Residential,WP Kuala Lumpur,Freehold,31/01/24,1350000,sq.m,23
Kuala Lumpur,228,Mukim Batu,Condominium/Apartment,Strata,THE NORTHSHORE GARDENS (DESA PARKCITY),Residential,WP Kuala Lumpur,Freehold,31/01/24,2400000,sq.m,25
Kuala Lumpur,226,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,VERTICAS RESIDENSI,Residential,WP Kuala Lumpur,Freehold,31/01/24,1600000,sq.m,26
Kuala Lumpur,111,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KETUMBAR HILL,Residential,WP Kuala Lumpur,Freehold,31/01/24,410000,sq.m,4
Kuala Lumpur,113.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,31/01/24,300000,sq.m,4
Kuala Lumpur,145,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BAYU ANGKASA,Residential,WP Kuala Lumpur,Freehold,31/01/24,875000,sq.m,7
Kuala Lumpur,186,Mukim Batu,Condominium/Apartment,Strata,KIARAMAS AYURIA CONDO,Residential,WP Kuala Lumpur,Freehold,31/10/21,1500000,sq.m,13A
Kuala Lumpur,186,Mukim Batu,Condominium/Apartment,Strata,KIARAMAS AYURIA CONDO,Residential,WP Kuala Lumpur,Freehold,31/10/21,1500000,sq.m,14
Kuala Lumpur,186,Mukim Batu,Condominium/Apartment,Strata,KIARAMAS AYURIA CONDO,Residential,WP Kuala Lumpur,Freehold,31/10/21,1500000,sq.m,24
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,31/10/21,589500,sq.m,35
Kuala Lumpur,87,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DANAU IDAMAN KONDO,Residential,WP Kuala Lumpur,Leasehold,31/10/22,330000,sq.m,11
Kuala Lumpur,95,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV 18,Residential,WP Kuala Lumpur,Leasehold,31/10/22,470000,sq.m,23
Kuala Lumpur,110,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,31/10/22,1004220,sq.m,3
Kuala Lumpur,68,Mukim Kuala Lumpur,Condominium/Apartment,Strata,CEMARA APARTMENT,Residential,WP Kuala Lumpur,Leasehold,31/10/22,325000,sq.m,6
Kuala Lumpur,113.9,Mukim Petaling,Condominium/Apartment,Strata,PARAISO @ THE EARTH,Residential,WP Kuala Lumpur,Leasehold,31/10/22,660935,sq.m,8
Kuala Lumpur,102,Mukim Petaling,Condominium/Apartment,Strata,PANGSAPURI KINRARA MAS,Residential,WP Kuala Lumpur,Freehold,31/10/22,378000,sq.m,11
Kuala Lumpur,115,Mukim Petaling,Condominium/Apartment,Strata,PANGSAPURI KINRARA MAS,Residential,WP Kuala Lumpur,Freehold,31/10/22,495000,sq.m,14
Kuala Lumpur,208,Mukim Batu,Condominium/Apartment,Strata,TIFFANI KIARA,Residential,WP Kuala Lumpur,Freehold,31/10/22,1500000,sq.m,2
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/10/22,1050000,sq.m,22
Kuala Lumpur,258,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SRI DUTA I & II,Residential,WP Kuala Lumpur,Freehold,31/10/22,2300000,sq.m,5
Kuala Lumpur,109,Mukim Ampang,Condominium/Apartment,Strata,BAM VILLAS,Residential,WP Kuala Lumpur,Leasehold,31/10/23,360000,sq.m,10
Kuala Lumpur,142,Mukim Setapak,Condominium/Apartment,Strata,SERI RIANA,Residential,WP Kuala Lumpur,Leasehold,31/10/23,770000,sq.m,14
Kuala Lumpur,105,Mukim Petaling,Condominium/Apartment,Strata,TMN SRI CENDEKIA  (TMN CONNAUGHT),Residential,WP Kuala Lumpur,Leasehold,31/10/23,350000,sq.m,2
Kuala Lumpur,65,Mukim Petaling,Condominium/Apartment,Strata,AVANT COURT,Residential,WP Kuala Lumpur,Leasehold,31/10/23,180000,sq.m,3
Kuala Lumpur,130,Mukim Petaling,Condominium/Apartment,Strata,NIDOZ RESIDENCES @ DESA PETALING,Residential,WP Kuala Lumpur,Leasehold,31/10/23,818000,sq.m,33
Kuala Lumpur,79,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI THE ADDRESS,Residential,WP Kuala Lumpur,Leasehold,31/10/23,665800,sq.m,43
Kuala Lumpur,106,Mukim Petaling,Condominium/Apartment,Strata,ENDAH REGAL,Residential,WP Kuala Lumpur,Leasehold,31/10/23,500000,sq.m,6
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SERI MAS CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,31/10/23,500000,sq.m,8
Kuala Lumpur,94,Mukim Batu,Condominium/Apartment,Strata,LAMAN SCENARIA KIARA,Residential,WP Kuala Lumpur,Freehold,31/10/23,580000,sq.m,10
Kuala Lumpur,97,Mukim Petaling,Condominium/Apartment,Strata,JALIL DAMAI APT,Residential,WP Kuala Lumpur,Freehold,31/10/23,500000,sq.m,10
Kuala Lumpur,102.19,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS 2,Residential,WP Kuala Lumpur,Freehold,31/10/23,555000,sq.m,14
Kuala Lumpur,133,Mukim Setapak,Condominium/Apartment,Strata,IDAMAN PUTERI,Residential,WP Kuala Lumpur,Freehold,31/10/23,460000,sq.m,17
Kuala Lumpur,101,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE SAFFRON,Residential,WP Kuala Lumpur,Freehold,31/10/23,600000,sq.m,18
Kuala Lumpur,109,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS II,Residential,WP Kuala Lumpur,Freehold,31/10/23,850000,sq.m,18
Kuala Lumpur,113.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,31/10/23,310000,sq.m,2
Kuala Lumpur,97,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS,Residential,WP Kuala Lumpur,Freehold,31/10/23,650000,sq.m,25
Kuala Lumpur,147,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,VILLA SCOTT,Residential,WP Kuala Lumpur,Freehold,31/10/23,620000,sq.m,27
Kuala Lumpur,86,Mukim Setapak,Condominium/Apartment,Strata,LANGKAWI APERTMENT,Residential,WP Kuala Lumpur,Freehold,31/10/23,310000,sq.m,7
Kuala Lumpur,91,Mukim Petaling,Condominium/Apartment,Strata,TMN SRI CENDEKIA  (TMN CONNAUGHT),Residential,WP Kuala Lumpur,Leasehold,31/12/21,265000,sq.m,1
Kuala Lumpur,90.95,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,31/12/21,420000,sq.m,10
Kuala Lumpur,102.56,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,31/12/21,530000,sq.m,10
Kuala Lumpur,156,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1523520,sq.m,10
Kuala Lumpur,83.62,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KERINCHI RESIDENSI,Residential,WP Kuala Lumpur,Leasehold,31/12/21,440000,sq.m,11
Kuala Lumpur,102,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI ASCENDA,Residential,WP Kuala Lumpur,Leasehold,31/12/21,500000,sq.m,14
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,PLAZA PRIMA APARTMENT,Residential,WP Kuala Lumpur,Leasehold,31/12/21,380000,sq.m,15
Kuala Lumpur,87.6,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,31/12/21,450000,sq.m,15
Kuala Lumpur,102.56,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,31/12/21,510000,sq.m,15
Kuala Lumpur,97,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,31/12/21,360000,sq.m,15
Kuala Lumpur,96,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI WANGSA 9,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1161000,sq.m,15
Kuala Lumpur,116,Mukim Setapak,Condominium/Apartment,Strata,PLAZA PRIMA SETAPAK APARTMENT,Residential,WP Kuala Lumpur,Leasehold,31/12/21,450000,sq.m,16
Kuala Lumpur,93,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANTAI HILLPARK APARTMENT,Residential,WP Kuala Lumpur,Leasehold,31/12/21,380000,sq.m,17
Kuala Lumpur,102.56,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,31/12/21,530000,sq.m,17
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1180620,sq.m,17
Kuala Lumpur,130,Mukim Petaling,Condominium/Apartment,Strata,ENDAH RIA,Residential,WP Kuala Lumpur,Leasehold,31/12/21,500000,sq.m,18
Kuala Lumpur,144,Mukim Setapak,Condominium/Apartment,Strata,BENNINGTON RESIDENSE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,995000,sq.m,18
Kuala Lumpur,156,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1542420,sq.m,19
Kuala Lumpur,61,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DANAU PERMAI,Residential,WP Kuala Lumpur,Leasehold,31/12/21,395000,sq.m,2
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1229220,sq.m,21
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,835000,sq.m,22
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,NIDOZ RESIDENCES @ DESA PETALING,Residential,WP Kuala Lumpur,Leasehold,31/12/21,645000,sq.m,24
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,NIDOZ RESIDENCES @ DESA PETALING,Residential,WP Kuala Lumpur,Leasehold,31/12/21,645000,sq.m,25
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,840000,sq.m,25
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,857000,sq.m,27
Kuala Lumpur,130,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,31/12/21,1204920,sq.m,28
Kuala Lumpur,156,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1564920,sq.m,29
Kuala Lumpur,93,Mukim Petaling,Condominium/Apartment,Strata,CASA GREEN BUKIT JALIL,Residential,WP Kuala Lumpur,Leasehold,31/12/21,499000,sq.m,29
Kuala Lumpur,93,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SHAMELIN BISTARI CONDO,Residential,WP Kuala Lumpur,Leasehold,31/12/21,445000,sq.m,3
Kuala Lumpur,105.88,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS SG.BESI KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,31/12/21,460000,sq.m,3
Kuala Lumpur,139,Mukim Petaling,Condominium/Apartment,Strata,SERI KUCHAI,Residential,WP Kuala Lumpur,Leasehold,31/12/21,650000,sq.m,3
Kuala Lumpur,96,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PRIMA JALAN JUBILEE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,396000,sq.m,31
Kuala Lumpur,87,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,31/12/21,315000,sq.m,31
Kuala Lumpur,112,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,832000,sq.m,31
Kuala Lumpur,112,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,813000,sq.m,34
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 1 (INWOOD),Residential,WP Kuala Lumpur,Leasehold,31/12/21,1130220,sq.m,35
Kuala Lumpur,156,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,1581120,sq.m,35
Kuala Lumpur,112,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,31/12/21,815000,sq.m,35
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 1 (INWOOD),Residential,WP Kuala Lumpur,Leasehold,31/12/21,1140120,sq.m,37
Kuala Lumpur,25,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV 18,Residential,WP Kuala Lumpur,Leasehold,31/12/21,445000,sq.m,39
Kuala Lumpur,95,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV 18,Residential,WP Kuala Lumpur,Leasehold,31/12/21,445000,sq.m,39
Kuala Lumpur,102,Mukim Petaling,Condominium/Apartment,Strata,KUCHAI BREM PARK,Residential,WP Kuala Lumpur,Leasehold,31/12/21,400000,sq.m,6
Kuala Lumpur,103,Mukim Petaling,Condominium/Apartment,Strata,DYNASTY GARDEN CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,31/12/21,460000,sq.m,6
Kuala Lumpur,103,Mukim Petaling,Condominium/Apartment,Strata,DYNASTY GARDEN CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,31/12/21,485000,sq.m,6
Kuala Lumpur,97.02,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS 2,Residential,WP Kuala Lumpur,Leasehold,31/12/21,465000,sq.m,8
Kuala Lumpur,74.5,Mukim Setapak,Condominium/Apartment,Strata,GENTING COURT,Residential,WP Kuala Lumpur,Leasehold,31/12/21,215000,sq.m,9
Kuala Lumpur,136.1,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,31/12/21,450000,sq.m,1
Kuala Lumpur,123,Mukim Petaling,Condominium/Apartment,Strata,SUTERA MAYA,Residential,WP Kuala Lumpur,Freehold,31/12/21,588000,sq.m,10
Kuala Lumpur,115,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,1080000,sq.m,11
Kuala Lumpur,57,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RESIDENSI STAR,Residential,WP Kuala Lumpur,Freehold,31/12/21,1005000,sq.m,12
Kuala Lumpur,97,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK @ PAVILION BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,31/12/21,910000,sq.m,12
Kuala Lumpur,120,Mukim Petaling,Condominium/Apartment,Strata,COVILLEA CONDO,Residential,WP Kuala Lumpur,Freehold,31/12/21,738000,sq.m,13A
Kuala Lumpur,111,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA WARISAN,Residential,WP Kuala Lumpur,Freehold,31/12/21,315000,sq.m,14
Kuala Lumpur,97,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS,Residential,WP Kuala Lumpur,Freehold,31/12/21,430000,sq.m,14
Kuala Lumpur,94,Mukim Batu,Condominium/Apartment,Strata,LAMAN SCENARIA KIARA,Residential,WP Kuala Lumpur,Freehold,31/12/21,570000,sq.m,14
Kuala Lumpur,112,Mukim Petaling,Condominium/Apartment,Strata,VISTA KOMANWEL,Residential,WP Kuala Lumpur,Freehold,31/12/21,475000,sq.m,14
Kuala Lumpur,108.9,Mukim Batu,Condominium/Apartment,Strata,PANORAMA RESIDENCE,Residential,WP Kuala Lumpur,Freehold,31/12/21,490000,sq.m,15
Kuala Lumpur,129,Mukim Batu,Condominium/Apartment,Strata,MON'T KIARA PELANGI,Residential,WP Kuala Lumpur,Freehold,31/12/21,1000000,sq.m,15
Kuala Lumpur,112,Mukim Petaling,Condominium/Apartment,Strata,VISTA KOMANWEL,Residential,WP Kuala Lumpur,Freehold,31/12/21,430000,sq.m,15
Kuala Lumpur,145,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RIVERCITY CONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,31/12/21,575000,sq.m,16
Kuala Lumpur,209,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI 22 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,31/12/21,2210000,sq.m,17
Kuala Lumpur,98,Mukim Kuala Lumpur,Condominium/Apartment,Strata,AWANAPURI,Residential,WP Kuala Lumpur,Freehold,31/12/21,520000,sq.m,18
Kuala Lumpur,233,Mukim Batu,Condominium/Apartment,Strata,KIARA VILLE,Residential,WP Kuala Lumpur,Freehold,31/12/21,1600000,sq.m,19
Kuala Lumpur,112,Mukim Petaling,Condominium/Apartment,Strata,VISTA KOMANWEL,Residential,WP Kuala Lumpur,Freehold,31/12/21,450000,sq.m,19
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,895000,sq.m,2
Kuala Lumpur,98,Mukim Batu,Condominium/Apartment,Strata,SRI INTAN APT,Residential,WP Kuala Lumpur,Freehold,31/12/21,400000,sq.m,20
Kuala Lumpur,80,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,KENANGA POINT,Residential,WP Kuala Lumpur,Freehold,31/12/21,450000,sq.m,21
Kuala Lumpur,88,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK @ PAVILION BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,31/12/21,855000,sq.m,21
Kuala Lumpur,97,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS,Residential,WP Kuala Lumpur,Freehold,31/12/21,370000,sq.m,22
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI RIVERVILLE,Residential,WP Kuala Lumpur,Freehold,31/12/21,630000,sq.m,22
Kuala Lumpur,124,Mukim Petaling,Condominium/Apartment,Strata,KM 1 BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,31/12/21,843000,sq.m,23
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,765000,sq.m,24
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,750000,sq.m,25
Kuala Lumpur,274,Mukim Setapak,Condominium/Apartment,Strata,THE VEO,Residential,WP Kuala Lumpur,Freehold,31/12/21,2158888,sq.m,25
Kuala Lumpur,120,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,1080000,sq.m,27
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,890000,sq.m,28
Kuala Lumpur,218,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,31/12/21,1850000,sq.m,28
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,31/12/21,810000,sq.m,30
Kuala Lumpur,105,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS II,Residential,WP Kuala Lumpur,Freehold,31/12/21,538000,sq.m,33
Kuala Lumpur,94,Mukim Batu,Condominium/Apartment,Strata,MONT KIARA BAYU,Residential,WP Kuala Lumpur,Freehold,31/12/21,650000,sq.m,33
Kuala Lumpur,121,Mukim Batu,Condominium/Apartment,Strata,VILLA CRYSTAL,Residential,WP Kuala Lumpur,Freehold,31/12/21,870500,sq.m,33
Kuala Lumpur,260,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,SUASANA SENTRAL,Residential,WP Kuala Lumpur,Freehold,31/12/21,1600000,sq.m,36
Kuala Lumpur,101,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,31/12/21,1174000,sq.m,36
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,31/12/21,583500,sq.m,38
Kuala Lumpur,102.77,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,SANG SURIA KONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,31/12/21,435000,sq.m,4
Kuala Lumpur,120,Mukim Batu,Condominium/Apartment,Strata,MENJALARA 18,Residential,WP Kuala Lumpur,Freehold,31/12/21,700000,sq.m,4
Kuala Lumpur,93,Mukim Setapak,Condominium/Apartment,Strata,LA VILLAS,Residential,WP Kuala Lumpur,Freehold,31/12/21,308000,sq.m,4
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,31/12/21,386100,sq.m,43
Kuala Lumpur,26,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,31/12/21,570500,sq.m,45
Kuala Lumpur,122,Mukim Batu,Condominium/Apartment,Strata,HARTAMAS REGENCY 2,Residential,WP Kuala Lumpur,Freehold,31/12/21,650000,sq.m,5
Kuala Lumpur,124.1,Mukim Setapak,Condominium/Apartment,Strata,IDAMAN PUTRA,Residential,WP Kuala Lumpur,Freehold,31/12/21,380000,sq.m,5
Kuala Lumpur,69,Mukim Batu,Condominium/Apartment,Strata,NOVA APARTMENT,Residential,WP Kuala Lumpur,Freehold,31/12/21,275000,sq.m,6
Kuala Lumpur,161,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA BINJAI,Residential,WP Kuala Lumpur,Freehold,31/12/21,1000000,sq.m,7
Kuala Lumpur,101.45,Mukim Batu,Condominium/Apartment,Strata,PANORAMA RESIDENCE,Residential,WP Kuala Lumpur,Freehold,31/12/21,390000,sq.m,7
Kuala Lumpur,74,Mukim Batu,Condominium/Apartment,Strata,TWY DUPLEX CONDOS MONT KIARA,Residential,WP Kuala Lumpur,Freehold,31/12/21,925470,sq.m,7
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SELINGSING,Residential,WP Kuala Lumpur,Freehold,31/12/21,470000,sq.m,8
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SELINGSING,Residential,WP Kuala Lumpur,Freehold,31/12/21,470000,sq.m,8
Kuala Lumpur,71.99,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,31/12/21,300000,sq.m,8
Kuala Lumpur,98,Mukim Batu,Condominium/Apartment,Strata,SRI INTAN APT,Residential,WP Kuala Lumpur,Freehold,31/12/21,350000,sq.m,9
Kuala Lumpur,81.6,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SELINGSING,Residential,WP Kuala Lumpur,Freehold,31/12/21,497000,sq.m,9
Kuala Lumpur,132,Mukim Batu,Condominium/Apartment,Strata,VILLA ANGSANA,Residential,WP Kuala Lumpur,Freehold,31/12/21,500000,sq.m,9
