District,Parcel Area,Mukim,PropertyType,PropertyType (strata),SchemeName,Sector,State,Tenure,Date,Price,Unit,Level
Kuala Lumpur,97,Mukim Setapak,Condominium/Apartment,Strata,ALPHA VILLA,Residential,WP Kuala Lumpur,Leasehold,01/03/21,380000,sq.m,2
Kuala Lumpur,91,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,01/03/21,633650,sq.m,23
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,01/03/21,432000,sq.m,24
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,01/03/21,384300,sq.m,37
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,01/03/21,435200,sq.m,44
Kuala Lumpur,120,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV9,Residential,WP Kuala Lumpur,Leasehold,01/04/21,675000,sq.m,22
Kuala Lumpur,87,Mukim Batu,Condominium/Apartment,Strata,MIZUMI RESIDENCES,Residential,WP Kuala Lumpur,Leasehold,01/04/21,548700,sq.m,42
Kuala Lumpur,157,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,01/04/21,1583000,sq.m,26
Kuala Lumpur,345,Mukim Batu,Condominium/Apartment,Strata,SENI MONT KIARA,Residential,WP Kuala Lumpur,Freehold,01/06/21,3400000,sq.m,19
Kuala Lumpur,79.34,Mukim Petaling,Condominium/Apartment,Strata,BANDAR TASIK SELATAN,Residential,WP Kuala Lumpur,Leasehold,01/07/21,270000,sq.m,1
Kuala Lumpur,77.85,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,01/07/21,260000,sq.m,14
Kuala Lumpur,113.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,01/07/21,300000,sq.m,13
Kuala Lumpur,99,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,KENANGA POINT,Residential,WP Kuala Lumpur,Freehold,01/07/21,440000,sq.m,29
Kuala Lumpur,87.14,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PANGSAPURI SRI BANDAR,Residential,WP Kuala Lumpur,Freehold,01/07/21,260000,sq.m,1
Kuala Lumpur,178.85,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE CAPERS @ SENTUL EAST,Residential,WP Kuala Lumpur,Freehold,01/07/21,1400000,sq.m,1
Kuala Lumpur,111,Mukim Ulu Kelang,Condominium/Apartment,Strata,RESIDENSI SETIAWANGSA,Residential,WP Kuala Lumpur,Leasehold,01/08/21,700000,sq.m,13
Kuala Lumpur,99.79,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS SG.BESI KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,01/09/21,455000,sq.m,10
Kuala Lumpur,88,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BAYU TASIK CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,01/09/21,380000,sq.m,15
Kuala Lumpur,84,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,KONDOMINIUM RAFFLESIA - PHASE 3,Residential,WP Kuala Lumpur,Leasehold,01/09/21,480000,sq.m,23
Kuala Lumpur,86,Mukim Kuala Lumpur,Condominium/Apartment,Strata,LIDO RESIDENCY,Residential,WP Kuala Lumpur,Leasehold,01/09/21,550000,sq.m,28
Kuala Lumpur,79,Mukim Petaling,Condominium/Apartment,Strata,IMPIANA SKY RESIDENSI @THE EARTH B.JALIL,Residential,WP Kuala Lumpur,Leasehold,01/09/21,300000,sq.m,30
Kuala Lumpur,104,Mukim Petaling,Condominium/Apartment,Strata,PANGSAPURI BUKIT AWAN SARI,Residential,WP Kuala Lumpur,Freehold,01/09/21,325000,sq.m,8
Kuala Lumpur,97.02,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS 2,Residential,WP Kuala Lumpur,Leasehold,01/10/21,580000,sq.m,6
Kuala Lumpur,106,Mukim Setapak,Condominium/Apartment,Strata,MENARA ALPHA,Residential,WP Kuala Lumpur,Leasehold,01/10/21,390000,sq.m,7
Kuala Lumpur,292,Mukim Setapak,Condominium/Apartment,Strata,THE VEO,Residential,WP Kuala Lumpur,Freehold,01/10/21,2252888,sq.m,23
Kuala Lumpur,115,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,01/10/21,1000000,sq.m,24
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,01/10/21,584500,sq.m,44
Kuala Lumpur,133,Mukim Petaling,Condominium/Apartment,Strata,THE TREEZ JALIL RESIDENCE,Residential,WP Kuala Lumpur,Freehold,01/10/21,900000,sq.m,8
Kuala Lumpur,145.75,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE MAPLE,Residential,WP Kuala Lumpur,Freehold,01/11/21,1000000,sq.m,10
Kuala Lumpur,102,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS,Residential,WP Kuala Lumpur,Freehold,01/11/21,430000,sq.m,10
Kuala Lumpur,75,Mukim Kuala Lumpur,Condominium/Apartment,Strata,FAJAR RIA APARTMENT,Residential,WP Kuala Lumpur,Freehold,01/11/21,350000,sq.m,10
Kuala Lumpur,145,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,TINGGIAN TITIWANGSA @ THE REACH,Residential,WP Kuala Lumpur,Freehold,01/11/21,920000,sq.m,15
Kuala Lumpur,150,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,TINGGIAN TITIWANGSA @ THE REACH,Residential,WP Kuala Lumpur,Freehold,01/11/21,1100000,sq.m,17
Kuala Lumpur,112,Mukim Batu,Condominium/Apartment,Strata,PAVILION HILTOP MONT KIARA,Residential,WP Kuala Lumpur,Freehold,01/11/21,1320000,sq.m,17
Kuala Lumpur,105,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS II,Residential,WP Kuala Lumpur,Freehold,01/11/21,550000,sq.m,24
Kuala Lumpur,129,Mukim Batu,Condominium/Apartment,Strata,VILLA CRYSTAL,Residential,WP Kuala Lumpur,Freehold,01/11/21,670000,sq.m,31
Kuala Lumpur,157,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,01/11/21,1634000,sq.m,36
Kuala Lumpur,239,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,01/11/21,1830000,sq.m,7
Kuala Lumpur,140,Mukim Petaling,Condominium/Apartment,Strata,KM 1 BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,01/11/21,950000,sq.m,7
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PRISMA CHERAS,Residential,WP Kuala Lumpur,Freehold,01/11/21,430000,sq.m,9
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,01/12/21,1175220,sq.m,12
Kuala Lumpur,120,Mukim Setapak,Condominium/Apartment,Strata,DESA PUTRA,Residential,WP Kuala Lumpur,Leasehold,01/12/21,580000,sq.m,13
Kuala Lumpur,92,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,01/12/21,333000,sq.m,15
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,PLATINUM LAKE PV13,Residential,WP Kuala Lumpur,Leasehold,01/12/21,470000,sq.m,17
Kuala Lumpur,99,Mukim Ampang,Condominium/Apartment,Strata,BAM VILLAS,Residential,WP Kuala Lumpur,Leasehold,01/12/21,330000,sq.m,18
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,01/12/21,1206720,sq.m,25
Kuala Lumpur,79,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,01/12/21,330000,sq.m,6
Kuala Lumpur,101,Mukim Petaling,Condominium/Apartment,Strata,SRI DESA,Residential,WP Kuala Lumpur,Freehold,01/12/21,440000,sq.m,1
Kuala Lumpur,101,Mukim Petaling,Condominium/Apartment,Strata,GREEN AVENUE KONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,01/12/21,430000,sq.m,2
Kuala Lumpur,134,Mukim Petaling,Condominium/Apartment,Strata,288 RESIDENCES,Residential,WP Kuala Lumpur,Freehold,01/12/21,620000,sq.m,20
Kuala Lumpur,157,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,01/12/21,1645000,sq.m,32
Kuala Lumpur,141,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BAYU ANGKASA,Residential,WP Kuala Lumpur,Freehold,01/12/21,850000,sq.m,6
Kuala Lumpur,123,Mukim Batu,Condominium/Apartment,Strata,SERI GEMBIRA APARTMENT,Residential,WP Kuala Lumpur,Freehold,01/12/21,420000,sq.m,8
Kuala Lumpur,82,Mukim Petaling,Condominium/Apartment,Strata,ARENA GREEN,Residential,WP Kuala Lumpur,Freehold,01/12/21,290000,sq.m,8
Kuala Lumpur,97,Mukim Kuala Lumpur,Condominium/Apartment,Strata,FABER RIA,Residential,WP Kuala Lumpur,Freehold,01/12/21,445000,sq.m,9
Kuala Lumpur,77,Mukim Setapak,Condominium/Apartment,Strata,SENTUL UTAMA KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,02/02/21,350000,sq.m,5
Kuala Lumpur,117,Mukim Petaling,Condominium/Apartment,Strata,KONDOMINIUM SRI ISTANA (PALACE COURT),Residential,WP Kuala Lumpur,Leasehold,02/02/21,530000,sq.m,7
Kuala Lumpur,132,Mukim Petaling,Condominium/Apartment,Strata,DESA CINDAIMAS,Residential,WP Kuala Lumpur,Freehold,02/02/21,498000,sq.m,17
Kuala Lumpur,112,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,02/03/21,779000,sq.m,14
Kuala Lumpur,74,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,02/03/21,554000,sq.m,32
Kuala Lumpur,125,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI LEGENDA,Residential,WP Kuala Lumpur,Leasehold,02/03/21,660000,sq.m,33
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,02/04/21,583500,sq.m,44
Kuala Lumpur,110,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,02/05/21,1003320,sq.m,10
Kuala Lumpur,114,Mukim Setapak,Condominium/Apartment,Strata,PRIMA SETAPAK KONDO,Residential,WP Kuala Lumpur,Leasehold,02/07/21,420000,sq.m,11
Kuala Lumpur,94.58,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,02/07/21,460000,sq.m,39
Kuala Lumpur,95,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,02/07/21,460000,sq.m,40
Kuala Lumpur,101.54,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,02/07/21,930000,sq.m,16
Kuala Lumpur,113.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,02/07/21,350000,sq.m,16
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,02/07/21,830000,sq.m,4
Kuala Lumpur,28,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,02/07/21,830000,sq.m,5
Kuala Lumpur,74.5,Mukim Setapak,Condominium/Apartment,Strata,GENTING COURT,Residential,WP Kuala Lumpur,Leasehold,02/08/21,220000,sq.m,2
Kuala Lumpur,68,Mukim Kuala Lumpur,Condominium/Apartment,Strata,CEMARA APARTMENT,Residential,WP Kuala Lumpur,Leasehold,02/08/21,300000,sq.m,9
Kuala Lumpur,107,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,02/08/21,950000,sq.m,13
Kuala Lumpur,350,Mukim Batu,Condominium/Apartment,Strata,MENJALARA 18,Residential,WP Kuala Lumpur,Freehold,02/08/21,2000000,sq.m,17
Kuala Lumpur,85,Mukim Batu,Condominium/Apartment,Strata,PRIMA TIARA,Residential,WP Kuala Lumpur,Freehold,02/08/21,350000,sq.m,8
Kuala Lumpur,98,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,02/09/21,955000,sq.m,23
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,02/09/21,955000,sq.m,24
Kuala Lumpur,115,Mukim Petaling,Condominium/Apartment,Strata,KONDOMINIUM RIANA SELATAN,Residential,WP Kuala Lumpur,Leasehold,02/11/21,768000,sq.m,17
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,02/11/21,838000,sq.m,24
Kuala Lumpur,79.89,Mukim Batu,Condominium/Apartment,Strata,PERMAI RIA CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,02/11/21,273000,sq.m,3
Kuala Lumpur,124,Mukim Setapak,Condominium/Apartment,Strata,BENNINGTON RESIDENSE,Residential,WP Kuala Lumpur,Leasehold,02/11/21,902000,sq.m,36
Kuala Lumpur,136,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,02/11/21,1405620,sq.m,41
Kuala Lumpur,102,Mukim Petaling,Condominium/Apartment,Strata,PARAISO @ THE EARTH,Residential,WP Kuala Lumpur,Leasehold,02/11/21,569106,sq.m,8
Kuala Lumpur,77,Mukim Kuala Lumpur,Condominium/Apartment,Strata,CENGAL KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,02/11/21,360000,sq.m,G
Kuala Lumpur,110,Mukim Ampang,Condominium/Apartment,Strata,GCB COURT,Residential,WP Kuala Lumpur,Freehold,02/11/21,477000,sq.m,11
Kuala Lumpur,215,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,STONOR PARK CONDO,Residential,WP Kuala Lumpur,Freehold,02/11/21,1750000,sq.m,13A
Kuala Lumpur,91,Mukim Setapak,Condominium/Apartment,Strata,TMN TERATAI MEWAH,Residential,WP Kuala Lumpur,Freehold,02/11/21,388000,sq.m,2
Kuala Lumpur,65,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,02/11/21,356400,sq.m,31
Kuala Lumpur,323,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,02/11/21,2680000,sq.m,34
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,02/11/21,385200,sq.m,40
Kuala Lumpur,129,Mukim Setapak,Condominium/Apartment,Strata,PLATINIUM LAKE CONDO PV20,Residential,WP Kuala Lumpur,Leasehold,02/12/21,535000,sq.m,11
Kuala Lumpur,105,Mukim Petaling,Condominium/Apartment,Strata,ENDAH VILLA,Residential,WP Kuala Lumpur,Leasehold,02/12/21,450000,sq.m,12
Kuala Lumpur,89,Mukim Petaling,Condominium/Apartment,Strata,DESA SRI PUTERI,Residential,WP Kuala Lumpur,Leasehold,02/12/21,380000,sq.m,15
Kuala Lumpur,79,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,02/12/21,285000,sq.m,19
Kuala Lumpur,77,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,02/12/21,430000,sq.m,20
Kuala Lumpur,92,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,02/12/21,333000,sq.m,24
Kuala Lumpur,124,Mukim Kuala Lumpur,Condominium/Apartment,Strata,ANDALUCIA,Residential,WP Kuala Lumpur,Leasehold,02/12/21,750000,sq.m,3
Kuala Lumpur,87.6,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,02/12/21,418000,sq.m,9
Kuala Lumpur,112,Mukim Kuala Lumpur,Condominium/Apartment,Strata,ASTANA LUMAYAN KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,02/12/21,470000,sq.m,9
Kuala Lumpur,103,Mukim Petaling,Condominium/Apartment,Strata,ANYAMAN RESIDENCE,Residential,WP Kuala Lumpur,Freehold,02/12/21,701575,sq.m,11
Kuala Lumpur,129,Mukim Kuala Lumpur,Condominium/Apartment,Strata,JAMNAH VIEW,Residential,WP Kuala Lumpur,Freehold,02/12/21,2080000,sq.m,14
Kuala Lumpur,121,Mukim Petaling,Condominium/Apartment,Strata,ANYAMAN RESIDENCE,Residential,WP Kuala Lumpur,Freehold,02/12/21,855500,sq.m,16
Kuala Lumpur,255,Mukim Ampang,Condominium/Apartment,Strata,TARA KONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,02/12/21,1250000,sq.m,2
Kuala Lumpur,440,Mukim Petaling,Condominium/Apartment,Strata,SERINGIN RESIDENCES,Residential,WP Kuala Lumpur,Freehold,02/12/21,4400000,sq.m,23
Kuala Lumpur,115,Mukim Batu,Condominium/Apartment,Strata,LAMAN SCENARIA KIARA,Residential,WP Kuala Lumpur,Freehold,02/12/21,700000,sq.m,29
Kuala Lumpur,274,Mukim Setapak,Condominium/Apartment,Strata,THE VEO,Residential,WP Kuala Lumpur,Freehold,02/12/21,2317888,sq.m,29
Kuala Lumpur,112,Mukim Batu,Condominium/Apartment,Strata,PAVILION HILTOP MONT KIARA,Residential,WP Kuala Lumpur,Freehold,02/12/21,1300000,sq.m,30
Kuala Lumpur,246,Mukim Batu,Condominium/Apartment,Strata,MONT KIARA BANYAN,Residential,WP Kuala Lumpur,Freehold,02/12/21,1565000,sq.m,3A
Kuala Lumpur,71.99,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,02/12/21,250000,sq.m,4
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,02/12/21,385200,sq.m,44
Kuala Lumpur,316,Mukim Batu,Condominium/Apartment,Strata,SENI MONT KIARA,Residential,WP Kuala Lumpur,Freehold,02/12/21,2450000,sq.m,5
Kuala Lumpur,110,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,03/02/21,1005120,sq.m,10
Kuala Lumpur,129,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 1 (INWOOD),Residential,WP Kuala Lumpur,Leasehold,03/02/21,1088673,sq.m,25
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 1 (INWOOD),Residential,WP Kuala Lumpur,Leasehold,03/02/21,1112888,sq.m,30
Kuala Lumpur,79,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI THE TREES,Residential,WP Kuala Lumpur,Freehold,03/02/21,550000,sq.m,31
Kuala Lumpur,121,Mukim Kuala Lumpur,Condominium/Apartment,Strata,FAJAR RIA APARTMENT,Residential,WP Kuala Lumpur,Freehold,03/02/21,560000,sq.m,6
Kuala Lumpur,158,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI WANGSA 9,Residential,WP Kuala Lumpur,Leasehold,03/03/21,1235000,sq.m,20
Kuala Lumpur,54,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,03/03/21,452000,sq.m,23
Kuala Lumpur,121,Mukim Petaling,Condominium/Apartment,Strata,NIDOZ RESIDENCES @ DESA PETALING,Residential,WP Kuala Lumpur,Leasehold,03/03/21,750000,sq.m,38
Kuala Lumpur,52,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PANGSAPURI BANDAR BARU SENTUL,Residential,WP Kuala Lumpur,Leasehold,03/03/21,200000,sq.m,4
Kuala Lumpur,117,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE ORION,Residential,WP Kuala Lumpur,Freehold,03/03/21,550000,sq.m,16
Kuala Lumpur,60,Mukim Batu,Condominium/Apartment,Strata,TWY DUPLEX CONDOS MONT KIARA,Residential,WP Kuala Lumpur,Freehold,03/03/21,678000,sq.m,30
Kuala Lumpur,120,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV9,Residential,WP Kuala Lumpur,Leasehold,03/04/21,665000,sq.m,11
Kuala Lumpur,101,Mukim Setapak,Condominium/Apartment,Strata,INFINITI 3 RESIDENCES,Residential,WP Kuala Lumpur,Leasehold,03/04/21,522000,sq.m,7
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,03/04/21,385200,sq.m,42
Kuala Lumpur,102,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK HILL,Residential,WP Kuala Lumpur,Leasehold,03/05/21,498000,sq.m,9
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,03/05/21,374400,sq.m,26
Kuala Lumpur,65,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,03/05/21,358200,sq.m,39
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,03/05/21,555275,sq.m,44
Kuala Lumpur,137,Mukim Setapak,Condominium/Apartment,Strata,PLAZA PRIMA SETAPAK APARTMENT,Residential,WP Kuala Lumpur,Leasehold,03/08/21,550000,sq.m,15
Kuala Lumpur,87,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,03/08/21,328500,sq.m,39
Kuala Lumpur,87,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,03/08/21,315000,sq.m,5
Kuala Lumpur,157,Mukim Cheras,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,03/08/21,1632000,sq.m,30
Kuala Lumpur,83.19,Mukim Setapak,Condominium/Apartment,Strata,DESA VIEW TOWER,Residential,WP Kuala Lumpur,Freehold,03/08/21,260000,sq.m,5
Kuala Lumpur,108,Mukim Ulu Kelang,Condominium/Apartment,Strata,SRI KENANGAN,Residential,WP Kuala Lumpur,Leasehold,03/09/21,410000,sq.m,1
Kuala Lumpur,93,Mukim Petaling,Condominium/Apartment,Strata,CASA GREEN BUKIT JALIL,Residential,WP Kuala Lumpur,Leasehold,03/09/21,498000,sq.m,17
Kuala Lumpur,113,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV 18,Residential,WP Kuala Lumpur,Leasehold,03/09/21,600000,sq.m,24
Kuala Lumpur,85,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DANAU IMPIAN & DANAU IDAMAN,Residential,WP Kuala Lumpur,Leasehold,03/09/21,315000,sq.m,9
Kuala Lumpur,75.8,Mukim Petaling,Condominium/Apartment,Strata,VANTAGE POINT (TAMAN DESA PETALING),Residential,WP Kuala Lumpur,Freehold,03/09/21,250000,sq.m,14
Kuala Lumpur,137,Mukim Petaling,Condominium/Apartment,Strata,THE RAINZ BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,03/09/21,890000,sq.m,24
Kuala Lumpur,81,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK @ PAVILION BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,03/09/21,780000,sq.m,30
Kuala Lumpur,288,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,TARAGON YAP KWAN SENG,Residential,WP Kuala Lumpur,Freehold,03/09/21,1400000,sq.m,D
Kuala Lumpur,106.37,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS SG.BESI KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,03/11/21,620000,sq.m,1
Kuala Lumpur,67,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DANAU MURNI KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,03/11/21,350000,sq.m,11
Kuala Lumpur,114,Mukim Setapak,Condominium/Apartment,Strata,PRIMA SETAPAK KONDO,Residential,WP Kuala Lumpur,Leasehold,03/11/21,380000,sq.m,16
Kuala Lumpur,127,Mukim Petaling,Condominium/Apartment,Strata,LE YUAN RESIDENCE,Residential,WP Kuala Lumpur,Freehold,03/11/21,650000,sq.m,11
Kuala Lumpur,146,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK @ PAVILION BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,03/11/21,1375000,sq.m,14
Kuala Lumpur,68,Mukim Petaling,Condominium/Apartment,Strata,ARENA GREEN,Residential,WP Kuala Lumpur,Freehold,03/11/21,265000,sq.m,2
Kuala Lumpur,270,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PRIMA MIDAH HEIGHTS,Residential,WP Kuala Lumpur,Freehold,03/11/21,900000,sq.m,23
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SELINGSING,Residential,WP Kuala Lumpur,Freehold,03/11/21,500000,sq.m,32
Kuala Lumpur,328,Mukim Batu,Condominium/Apartment,Strata,SENI MONT KIARA,Residential,WP Kuala Lumpur,Freehold,03/11/21,2800000,sq.m,33A
Kuala Lumpur,140,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,03/11/21,1240630,sq.m,35
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,M CENTURA,Residential,WP Kuala Lumpur,Freehold,03/11/21,583500,sq.m,44
Kuala Lumpur,85,Mukim Kuala Lumpur,Condominium/Apartment,Strata,CENGAL KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,03/12/21,420000,sq.m,11
Kuala Lumpur,92,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,03/12/21,333000,sq.m,11
